Player,Solo score,Solo top1,Solo kd,Solo winRatio,Solo matches,Solo kills,Solo minutesPlayed,Duos score,Duos top1,Duos kd,Duos winRatio,Duos matches,Duos kills,Duos minutesPlayed,Trios score,Trios top1,Trios kd,Trios winRatio,Trios matches,Trios kills,Trios minutesPlayed,Squads score,Squads top1,Squads kd,Squads winRatio,Squads matches,Squads kills,Squads minutesPlayed,LTM score,LTM top1,LTM top3,LTM kd,LTM winRatio,LTM matches,LTM kills,LTM minutesPlayed,Source
ePandas Setunia,541975,71,0.84,1.3,5579,4614,23423,1553281,587,1.18,6.7,8802,9682,64319,137494,35,1.81,5.5,634,1086,5839,1115612,207,0.96,2.8,7440,6966,49195,482018,153,214,1.61,6,2571,3902,16000,
TD xKumu,841991,458,3.29,9.2,4994,14940,32102,367768,372,4.57,18.8,1984,7361,11334,685723,289,2.74,10.9,2663,6503,28519,1451464,964,3.18,11.2,8574,24234,57007,66225,90,63,6.87,18.1,496,2791,1956,
Ψ king,826672,80,1.15,1.6,4918,5554,38563,1009635,540,2.37,12.6,4275,8856,37808,848742,195,1.46,4.2,4682,6557,38545,662871,117,1.52,3.1,3832,5637,28253,32848,10,11,3.09,6.7,150,433,1223,
Рlunger,565505,123,1.9,2.3,5240,9734,21143,1099641,796,2.87,10.8,7345,18778,37857,586816,134,2.08,4.7,2825,5592,25314,1093267,434,2.21,5.5,7942,16605,42683,25261,16,27,3.06,7.4,216,611,853,
DommyLlamaTTV,1935559,100,0.88,0.9,10726,9330,88090,606295,217,1.13,7.8,2790,2912,25213,114966,22,1.29,4.3,511,631,5222,688414,72,1.06,2,3635,3793,30673,458977,108,5,3.38,14.5,746,2157,5013,
KZR Kevzter.,650180,417,3.27,6.5,6379,19501,22286,1707009,2145,6.03,22.5,9546,44602,52730,154445,78,4.89,14.9,524,2181,4960,832105,656,3.84,12.4,5275,17749,29566,485244,402,422,4.61,13.5,2983,11886,14768,
S.P.D Emergency,234385,41,0.88,1.6,2490,2147,10415,1666892,1076,1.2,10.5,10271,11011,66281,198456,78,0.9,9.8,794,643,9376,1244807,497,0.97,6.6,7534,6849,53816,139644,65,73,2.62,9.3,696,1656,4063,
GW_Kurara,1154819,677,3.72,11.8,5746,18860,43094,524194,536,4.39,22.4,2393,8153,17304,818881,396,3.06,14.8,2669,6956,34020,846455,441,3.06,12.1,3639,9796,36693,63659,72,50,3.98,9.2,785,2836,1738,
Sleptt,158059,27,1.41,2,1352,1873,6574,2546065,1213,2.22,8.9,13692,27740,90012,157076,44,1.67,6,730,1143,6632,484015,105,1.72,3.4,3085,5124,19332,130351,52,40,5.47,11.2,465,2258,3914,
nоsh ӝ,217232,76,2.06,4.3,1764,3476,9058,1379413,1254,3.87,23.2,5396,16011,47288,711773,346,2.89,13.1,2636,6607,29248,1033899,617,2.88,11.5,5348,13612,36737,337109,273,316,4.34,21.3,1279,4367,9840,
Lewk.,1008279,476,2.97,6.2,7643,21320,34366,685237,571,3.82,15.2,3768,12224,23154,229638,120,3.45,13.3,900,2692,8528,1418894,727,2.86,8.5,8530,22330,51273,68924,24,26,3.18,4.7,509,1540,2389,
Z DarkSide,817791,163,1.61,3.8,4308,6658,33049,440744,241,2.41,11.7,2055,4379,16791,252496,70,1.62,6.7,1050,1592,11639,1827110,503,1.72,5.4,9399,15312,74089,368326,101,29,3.5,6.7,1499,4894,11983,
Martyška,2429950,227,1,0.9,25343,25194,105969,181981,60,1.49,4.3,1393,1987,7321,127470,34,1.4,5.8,585,774,6072,601955,145,1.38,3.4,4255,5654,24633,195865,15,19,1.98,1.2,1265,2473,6274,
DonHyena,156500,84,1.63,8,1054,1582,6093,2384227,2096,2.61,19.3,10862,22840,83335,123147,56,1.59,11.5,485,684,5509,657077,364,1.85,9.9,3685,6155,24969,123915,66,83,3.11,9.4,700,1973,4322,
Mr Simba847,623138,161,1.52,3.2,5009,7384,26302,724242,414,2.14,5.8,7129,14374,26977,873270,248,2.04,5.9,4173,8018,40301,1120597,379,1.7,4.4,8600,14012,48860,76436,57,82,2.18,3.9,1452,3044,2509,
CH1LLMON,911140,116,1.63,1.9,6124,9795,36812,239575,81,1.7,6.1,1333,2128,10141,1174583,464,2.89,9.9,4699,12222,46047,1013998,253,2.11,5.1,4950,9934,40917,15772,5,6,4.27,6,84,337,494,
TTV.SkellySkillz,157584,40,2.1,3.5,1128,2281,6134,2408037,2141,3.23,15.2,14044,38401,82028,181957,66,2.3,9.2,714,1492,7508,589686,286,2.56,7.1,4008,9528,22123,43260,30,35,4.4,12.3,243,938,1376,
AdLeR ж,774165,157,1.58,2.5,6398,9866,31901,1107858,820,1.96,7.2,11369,20630,37981,443480,151,2.28,8,1886,3955,19447,1009341,392,1.82,4.9,8014,13857,40129,187555,128,151,2.17,5,2543,5234,6402,
Santigold-,241888,38,1.25,2.5,1518,1848,10217,1391813,597,2.01,9,6647,12148,52853,432816,112,1.78,5.8,1943,3256,19695,1261049,324,1.93,5.2,6241,11441,50533,372667,18,30,7.48,2.2,814,5951,8792,
Donsuki,346619,51,1.45,1.8,2768,3943,13190,1853846,952,1.92,9,10534,18362,68110,155552,66,2.16,10.1,651,1265,6139,977771,305,1.67,5.5,5525,8740,37263,408919,69,67,5.26,4.7,1467,7347,12424,
Рrеdator,967795,533,3.08,9.6,5551,15463,41820,169005,225,4.3,15,1500,5481,6171,938236,434,3.3,13.4,3236,9238,37965,1264206,810,3.53,12.7,6379,19640,51314,16522,17,10,7.59,19.8,86,524,395,
Codek8 Twitch,1369373,662,2.48,9.4,7040,15843,46751,639561,296,1.75,4.5,6543,10920,24135,358869,101,2.01,5.9,1705,3227,15521,972139,250,1.75,3.5,7195,12154,38617,60261,29,23,3.76,7.7,377,1307,1763,
Flyvende Poteter,640098,236,2.1,4.9,4789,9561,25275,560141,390,2.86,8.4,4648,12180,21301,486357,137,1.76,6.2,2195,3628,23040,1647056,671,2.51,6.6,10230,24021,63356,164097,40,20,3.37,6.1,661,2095,7570,
404 ɛʀʀʀօʀ,604031,158,1.37,2.8,5650,7550,25500,1358798,824,2.19,10,8273,16334,50160,176149,66,2.29,8.7,760,1591,7235,1195993,387,1.36,3.6,10821,14182,48861,146291,20,36,4.61,2.9,678,3032,5186,
MastaSel,179753,86,1.78,3.5,2451,4202,6955,1908091,1541,2.89,12.5,12370,31242,65842,230306,109,2.65,11.9,913,2132,8692,1018442,674,2.69,10.5,6399,15394,35138,313285,82,84,5.68,6.1,1334,7117,10317,
WMC_BORO-FRBAMBI,641467,110,0.91,2.5,4391,3885,27682,1433618,763,1.22,6.8,11147,12654,57430,218241,42,1.4,4.3,966,1292,10290,1040748,245,1.08,3.4,7129,7454,44683,107182,16,47,2.2,2,793,1710,3898,
Fredator_,172464,29,0.98,1.9,1518,1452,6896,1625296,955,1.73,11.6,8202,12516,58717,405675,204,2.28,13.1,1556,3085,15380,1129835,260,1.21,3.6,7314,8536,45004,124020,42,35,4,7.4,568,2105,3948,
Kronxs.,835258,146,2.12,3.8,3888,7932,34382,890221,411,3.61,10.7,3834,12374,32331,557540,228,2.34,10.6,2158,4507,24032,1054869,334,2.67,7.5,4436,10949,41323,29424,9,13,4.28,7.1,126,501,953,
Twitch Princeps,545946,256,2.64,12.1,2109,4888,21633,1108296,1022,5.05,28.8,3554,12781,36429,368123,280,4.23,25.8,1085,3407,13616,1309769,808,3.31,16.5,4896,13520,48835,202893,66,64,8.75,9.8,676,5335,6398,
Sky-Pizza,1016491,174,1.27,2,8812,10953,38326,739817,328,2.97,9.3,3509,9437,28608,137746,35,2.29,5.1,693,1508,5892,1430793,421,2.08,5.2,8020,15819,56379,755520,116,114,2.51,3.2,3659,8895,22568,
O B L I O,719002,96,0.69,2.1,4522,3055,33914,973743,400,0.85,8.8,4544,3504,42214,278692,99,1.1,8.9,1111,1118,11975,1360022,362,0.88,5.8,6258,5205,59908,281060,54,76,1.57,3.7,1467,2212,11791,
WAVE Seiyo,1953482,202,1.08,1.7,11786,12546,82794,979164,299,1.51,5.3,5591,8010,40651,115635,44,2.85,8.5,520,1356,4514,283829,54,1.2,3,1788,2077,12003,1492198,33,49,5.27,0.7,4843,25340,57866,
Casual Avi,963203,487,3.27,16,3038,8350,33965,1298971,715,1.94,12.4,5756,9766,50745,410733,286,4.98,25.7,1115,4128,14323,664853,248,1.8,8.5,2928,4837,26484,551228,90,123,2.26,5.6,1613,3446,14216,
RajmaaChawal,751434,242,1.92,4.5,5332,9798,24926,1185518,753,2.08,12.6,5985,10907,41764,75446,46,3.15,17.1,269,703,2704,1318758,507,1.74,5.6,8994,14803,47363,426466,72,65,4.32,4.9,1475,6054,9970,
Royal 山,2075571,82,1,0.4,22157,22083,88794,280181,142,1.42,4.7,3002,4047,10984,234031,47,1.41,3.5,1325,1807,10232,739809,110,1.14,1.4,7728,8700,31105,8661,5,5,1.05,1.3,382,396,304,
ITZZZ SHOHAM,832575,51,0.99,0.6,8423,8250,33537,654049,128,1.27,2.3,5598,6961,27344,453960,53,1.13,1.5,3447,3844,20422,1380839,125,1.22,1.1,11564,13958,58296,363727,42,53,1.17,1.4,2909,3352,12475,
it lovely kalil,1743773,218,0.85,1.8,12107,10051,77883,355749,137,1.14,5.8,2374,2547,15273,412941,95,1.08,4.2,2253,2323,19632,813695,204,1.28,4.1,4960,6109,34333,527955,82,77,2.84,4.9,1676,4530,13947,
はぴはむ_ぱぱ,682101,353,4.27,16.8,2099,7460,22503,1436363,1085,5.62,25.1,4327,18204,51131,353556,268,5.8,25.1,1068,4641,12489,851272,471,4.18,16.2,2914,10203,30744,738688,126,67,5.77,5.4,2345,12811,27825,
Apulze,445857,155,2.94,9.1,1695,4534,16656,1346860,985,4.24,20.7,4757,16001,45944,60423,24,3.23,10.9,220,633,2542,1473061,874,3.68,17.3,5039,15334,50856,83670,35,50,3.07,10.6,330,906,2663,
リロードくん,529956,126,1.97,5.7,2223,4129,20530,1168661,604,2.26,14.5,4167,8039,48067,610375,540,4.94,37.2,1451,4501,21244,1017918,408,2.1,11,3712,6925,41085,916847,87,41,8.89,6.7,1291,10706,15299,
The. Assassin,1034664,430,2.43,4.7,9122,21115,38213,587169,358,3.82,12.4,2886,9652,20178,466598,157,2.99,8,1959,5393,19581,1237289,578,3.05,8.1,7168,20076,45599,354372,138,148,4.23,7.1,1957,7691,13677,
Twitch LeDémon51,544218,99,0.73,2.9,3367,2398,24570,1559155,701,1.47,9.9,7098,9383,63150,343024,149,2.09,12.4,1204,2202,13908,880318,192,1.09,4.2,4597,4800,38100,1882179,269,340,3.31,4.7,5784,18271,52801,
Kyrhox_iwnl,2330970,177,0.77,0.6,28798,22086,102333,340170,100,1.02,4.3,2336,2281,14711,188781,21,0.42,1.6,1310,545,10015,464022,73,0.86,2.1,3450,2920,20604,402925,54,90,2.22,2.4,2225,4812,14192,
TMK_WheresWaldo,1100375,183,1.17,2.6,7009,7989,46631,721107,355,1.7,9.2,3874,5983,27855,254593,104,2.71,11.3,918,2207,9850,1250778,319,1.72,6.1,5188,8371,51784,153528,44,83,1.53,5.5,802,1159,5764,
SayKamstar,1496051,395,1.65,5.1,7811,12257,65157,292200,314,2.26,7.8,4040,8411,10951,198312,62,1.6,7.6,814,1201,10347,1336028,542,1.9,6.1,8951,15967,58811,193931,49,45,2.6,4.2,1178,2934,6141,
Scoooter67,1345807,266,0.86,4.2,6353,5255,59528,1271150,689,0.94,12.6,5461,4505,53559,56565,39,1.35,21.4,182,193,2214,650449,245,0.77,6.9,3556,2535,28440,382868,66,81,4.25,6.2,1057,4207,9706,
Owiipski,772708,101,0.91,1.8,5752,5150,34321,1348449,307,0.97,2.9,10527,9921,58992,336629,65,1.25,3.6,1793,2165,16059,865150,136,1.02,2.4,5667,5638,38343,614563,77,73,2.82,3.5,2227,6058,18661,
Vertex duszekk,1096049,430,2.01,4.5,9637,18533,43196,324601,521,2.76,14.5,3597,8482,9502,780891,330,2.71,10.3,3190,7742,31561,1122044,619,2.29,7.4,8385,17768,42704,203039,191,183,2.37,10.4,1843,3915,5120,
wildcat user,994172,129,1.77,1.9,6913,12012,36886,660915,222,2.05,4.6,4815,9411,25604,498119,116,2.45,4.2,2743,6449,20844,1170027,226,1.97,2.8,8099,15478,45789,199109,46,59,2.94,3.7,1239,3508,6428,
TheDoobieDude,84038,17,1.8,3.4,495,862,3342,1775110,1240,2.48,13.3,9315,20063,56554,756153,238,1.6,7.4,3200,4740,33697,695215,215,1.75,5.3,4065,6720,27542,109199,81,98,3.21,15.9,510,1375,3011,
DR 404,1232852,351,1.87,3.6,9851,17777,43546,722248,723,2.56,17.6,4100,8631,24381,150636,70,2.78,12.9,541,1309,6029,1215898,773,2.14,9.4,8199,15889,42161,745194,138,71,7.66,10.8,1282,8761,11443,
ᵀʷᶦᵗᶜʰ Bala_Seca,371013,52,1.5,2.1,2490,3658,15924,2043728,1462,3.03,14.1,10401,27095,71884,299587,137,3.05,12.2,1125,3016,11809,607541,194,2.16,5.4,3620,7408,24029,130391,48,75,6.18,10.1,476,2645,3861,
Macman on Switch,190991,39,1.15,4.2,924,1016,7964,1086614,756,3.22,18.6,4057,10617,39381,104512,78,5.77,25.2,310,1338,3618,1930862,767,1.78,8.8,8762,14267,78899,589098,269,150,2.07,12,2234,4071,21233,
kaito 0109,908539,208,1.04,4.2,4937,4940,40401,1576521,497,1.3,5.5,8960,10986,68120,142162,43,1.6,7.2,596,885,6482,690889,165,1.41,5.2,3180,4250,30483,898067,106,174,1.69,2.4,4431,7323,31000,
ShockΖ,226477,58,2.58,4.2,1370,3379,8013,871308,333,2.71,5.8,5729,14604,31568,53155,26,2.89,13.3,195,488,2234,2170660,663,2.34,4.2,15824,35419,76179,28605,11,10,3.52,7.6,144,468,755,
ItsMichaelaa,96408,5,0.55,0.5,1068,582,4308,1161209,383,0.83,4.7,8149,6444,50580,151271,26,1,3.3,779,751,7449,1911315,376,0.74,2.7,13977,10119,85361,61841,5,16,0.95,0.6,791,750,2576,
Brasco en scred,632315,93,1.03,2.8,3344,3338,26776,1659922,797,1.66,10.5,7589,11280,64252,216917,82,2.03,10.1,808,1472,9156,811162,200,1.29,4.9,4097,5013,33896,44176,6,14,3.55,3.7,161,551,1507,
Shahonti,79280,28,1.11,8.8,320,325,3369,1564157,925,2.13,15,6148,11122,59241,468157,299,2.99,20,1495,3575,18338,1205712,368,1.3,6.4,5750,7006,51034,1228072,64,43,5.88,2.2,2872,16521,30597,
Higs .,1327042,297,2.1,3.5,8488,17164,55240,539922,281,2.87,10.1,2784,7191,19156,726077,214,2.27,6.7,3208,6793,31330,724442,210,2.13,5.4,3920,7915,31094,128623,54,80,4.4,7.9,685,2779,4144,
Roarrz,858259,378,2.55,6.3,5984,14273,30147,779420,785,2.87,13.6,5759,14258,27865,241688,183,5.2,26.5,690,2637,8164,1432303,839,2.73,10,8403,20678,52440,94861,28,35,4.19,5.1,552,2197,3327,
DknMR,771715,36,0.73,0.6,6121,4451,34552,2247563,366,0.84,2.2,16981,13912,104074,22754,3,1.29,2.4,125,157,1042,277010,29,0.86,0.8,3567,3026,11803,154277,49,69,0.82,2.4,2006,1608,5389,
Alehandro nespit,1340168,255,1.72,2.3,11046,18607,52642,237406,183,1.74,5.1,3589,5934,9305,675052,199,2.46,6.2,3188,7350,27754,1063407,332,1.84,3.7,8909,15742,43962,72689,19,14,3.66,3.8,502,1770,1671,
cr4zy_lucky,902167,142,0.88,2.9,4948,4238,39322,1442513,710,1.52,10.4,6834,9292,58266,103264,46,2.32,11.5,400,823,4230,868632,298,1.44,7.2,4157,5549,36271,487069,48,69,3.19,3.3,1447,4460,11323,
Anónimo tu vieja,583711,58,1.41,1.6,3644,5056,25187,1110252,421,2.19,7.9,5305,10704,42378,486269,80,1.35,3.3,2426,3171,23321,1136172,196,1.66,3.3,6026,9657,48616,120276,32,46,4.89,8.1,397,1786,3642,
DEMONNNN Jimm1x.,459826,115,1.14,2.8,4116,4544,19982,1121629,566,1.52,8.4,6757,9389,45006,438120,118,1.26,5.9,1994,2370,21537,1293959,529,1.79,5.9,9013,15184,51449,323487,52,58,5.43,4.5,1168,6063,9829,
ASD ψ,988825,97,1.66,1.4,6863,11234,40267,991306,367,2.78,6.6,5554,14394,35570,359503,105,1.97,6.4,1637,3015,15429,975165,172,2.17,3,5813,12246,38909,140699,30,45,2.98,4.7,645,1833,4597,
Groot 69,1124468,331,1.36,2,16309,21716,45896,960697,348,1.51,3.6,9776,14206,41275,233828,58,1.36,4.7,1242,1611,10494,992203,299,1.38,2.3,13126,17711,41916,519875,103,113,2.43,2.7,3877,9176,14861,
St3vsム,1624829,376,1.1,3.2,11625,12408,71109,330239,278,1.5,11.4,2442,3251,13096,264294,58,1.58,4.2,1381,2086,12521,1095065,593,2.64,11.1,5320,12461,42093,127878,29,30,3.18,3.2,909,2794,4679,
Avgu57in,696076,115,1.94,2.8,4045,7612,25347,1906864,750,2,6.9,10803,20150,73283,51567,19,2.48,9,212,478,2046,659730,131,1.94,3.6,3597,6732,25464,104371,7,9,8.02,2.2,319,2501,3718,
Vivoronte,990027,152,1.34,3.3,4672,6039,41009,1090480,414,1.58,7.2,5770,8464,43505,44835,11,1.4,5.2,210,278,1896,1172943,363,1.54,6.6,5516,7939,47230,502432,122,177,2.53,4.5,2740,6621,17163,
f1ek4r,1074961,298,1.99,4.5,6650,12667,40229,242472,195,2.4,12,1620,3420,8302,433469,166,3.01,9.2,1801,4916,18021,1564159,790,2.68,8.5,9312,22813,57923,96180,133,77,3,11.6,1145,3032,3571,
Luis_ ay лол,1625157,158,1.04,1.2,13111,13487,74563,264514,131,0.98,2,6485,6231,11041,300621,42,1.09,2.8,1509,1594,15476,1123064,165,1.09,1.6,10436,11168,51570,288971,58,83,1.8,1.9,3057,5406,8489,
ＫＯ ＡＢＯ ＴＩＭ,381337,29,1.01,0.7,3902,3896,15953,2375715,940,1.35,7.1,13243,16621,93245,162161,51,1.23,5.8,875,1015,6640,398130,62,0.99,1.9,3284,3189,16219,545323,77,121,1.73,4.1,1883,3125,11761,
Rekt loves Elo,862086,644,3.5,13.8,4654,14018,33784,343644,685,4.08,19.1,3594,11858,11566,806102,294,2.92,8.8,3323,8846,35266,1301127,868,3.48,13.3,6531,19683,50464,67738,103,78,5.09,16.6,619,2627,2145,
TTV_wkCosmos,469343,44,0.97,1.5,2974,2847,22163,837196,511,1.63,10,5087,7452,30387,840089,198,1.35,4.7,4192,5411,38269,1164817,188,1.25,2.7,6842,8321,53397,148657,49,43,4.4,8.3,593,2392,3679,
Renarsz,1914466,276,1.82,2,13553,24186,73559,159462,74,1.82,6.3,1167,1994,6192,604244,222,3.33,8.6,2576,7840,23403,634167,214,2.44,5.9,3655,8407,22803,411014,136,117,2.17,4.3,3188,6617,11327,
Lei Ya,224662,38,0.86,2.8,1365,1143,10353,1644365,1244,3.54,22.6,5513,15123,55941,361084,142,1.81,9.5,1489,2435,15706,1082040,559,2.8,15.1,3708,8820,39846,38503,19,24,3.15,9.3,204,583,1309,
TTV KTSLlama,2142970,317,1.21,1.6,20109,23950,88338,340788,214,2.22,7.9,2718,5571,12891,153441,50,1.87,8,628,1083,6885,675092,225,1.61,5,4545,6961,27224,167842,38,42,2.41,2.9,1308,3063,5702,
amce big boss,2035983,263,0.84,1.9,14032,11562,87749,271759,132,1.17,4.4,3002,3355,10708,386126,104,1.61,5.8,1778,2693,18410,621687,162,1.14,3.2,5077,5616,27806,271251,37,42,1.76,2.5,1478,2533,6544,
N o b r u,713177,155,1.37,3.2,4800,6342,30021,1237851,718,1.73,9.4,7628,11974,45764,336307,121,1.88,8.5,1417,2439,14615,1024057,303,1.57,4.7,6379,9512,41241,185862,59,79,2.1,4,1487,3000,5909,
янг savage,1594530,118,1.27,1.2,9649,12085,68895,187746,51,1.29,3.7,1386,1723,7507,347630,89,1.35,5.7,1552,1978,16211,1181451,167,1.11,1.8,9030,9810,50322,11787,2,2,4.42,3.6,55,234,339,
FB RobertoLNG,1637794,761,2.81,8.4,9063,23295,58667,462383,540,2.53,10.7,5068,11463,15276,223005,130,3.57,16.2,800,2389,8751,988380,598,2.8,12.3,4865,11945,37272,109950,79,83,2.8,6.6,1190,3109,3073,
ジOh Yeah Uhh,260927,23,0.61,0.7,3293,2007,11719,2409704,882,1.09,6.3,13975,14232,99199,35670,12,1.19,5.4,222,250,1422,599306,132,0.75,3,4397,3193,26247,627193,148,253,1.45,4,3742,5223,24483,
Der-Unwendige,34889,25,1.72,2.7,931,1555,1272,2440114,1647,3.57,16.8,9815,29142,85488,277236,91,2.03,7.4,1226,2301,12473,555594,239,2.75,8.7,2757,6934,20656,653865,159,98,9.73,12.7,1253,10640,11426,
PG MASSUGODHH,441546,186,2.1,4.1,4517,9093,17800,1481498,1549,2.95,12.2,12645,32776,51424,463897,168,2.58,8.6,1943,4578,18702,922736,529,2.41,7.4,7119,15879,35226,28528,28,29,3.75,10,281,948,881,
Twitch picaza,1545311,289,2.13,2.7,10570,21848,58192,489657,221,2.64,4.5,4862,12234,17426,407090,52,2.37,2.5,2070,4775,18027,859992,199,2.37,3.2,6170,14146,33537,112050,38,54,3.9,4.7,801,2975,3652,
1iAmANiNja1,102283,7,1.27,1,684,863,4218,3006938,774,1.16,4,19401,21558,125355,131012,11,0.9,1.1,973,865,5771,50469,4,0.86,1,414,353,2151,1083993,238,250,2.33,4.2,5633,12563,38458,
bz uchiha obito,1221115,208,1.61,2,10235,16142,48772,524084,280,2.62,7.6,3692,8935,18242,575676,122,1.86,4.3,2858,5097,26481,986914,220,1.89,3.4,6475,11800,41226,96088,29,38,3.32,4.1,707,2253,3143,
ASSA6644,192033,20,1.23,1.3,1561,1891,7798,1804564,1033,2.19,10.6,9721,19036,66773,455620,130,1.59,5.8,2234,3353,19872,856029,221,1.7,4.3,5164,8403,34275,85356,31,37,2.68,6.2,500,1255,2547,
PackUrBagz TTV,1458047,419,2.6,6.5,6430,15606,52868,561965,310,3.64,13.1,2358,7447,20429,52539,15,2.18,7.2,207,419,2350,1235196,565,3.17,11.2,5030,14145,44203,26632,8,14,4.82,8.6,93,410,934,
Obie2x on twitch,1283731,144,1.4,1.7,8241,11364,55751,646001,423,1.63,7,6045,9179,24103,430232,104,1.82,5,2081,3607,19240,948451,256,1.54,3.5,7340,10917,39148,33405,24,27,3.89,9.8,244,856,976,
Thorp sama,265885,179,2.71,11,1633,3946,10379,532949,535,3.45,16.1,3314,9591,18959,133518,74,3.41,15.6,475,1368,5393,2375655,2067,3.42,24.2,8552,22151,87600,60794,35,40,6.1,10.2,342,1872,2043,
FlowerPower44291,352241,89,2.45,6.9,1298,2961,13282,1746767,927,3.81,14.7,6321,20546,63872,728799,499,6.53,25.1,1987,9719,24598,475406,149,2.46,7.8,1918,4344,18415,228370,35,60,5.48,4.8,723,3768,7519,
Y0KID,1311607,595,3.01,7.2,8318,23273,52030,413200,912,5.35,20.5,4458,18965,13834,467651,162,2.52,8.8,1835,4217,21279,1111971,831,3.69,11.6,7136,23277,43960,126205,121,106,5.11,10.8,1123,5116,3669,
iroken22,45214,14,1.18,4.2,332,375,1841,2526428,1963,3.93,22.8,8600,26057,84304,136423,95,4.65,23.6,402,1429,4629,597559,340,4.09,17,1996,6767,21319,756134,163,185,11.34,8.9,1839,18998,21342,
GWAtv Zum,651886,134,1.35,3.1,4312,5654,25970,912308,462,1.92,9.3,4946,8596,34760,583439,178,1.96,6.5,2747,5042,25291,1149210,235,1.4,3.5,6649,9009,49858,333645,31,22,3.66,4,767,2694,7304,
byangel-,1269493,772,1.64,6,12828,19759,48038,552731,321,2.2,8.6,3713,7464,21140,107718,49,2.24,11.6,424,841,4850,1370731,750,2,8.2,9167,16792,52722,770880,70,45,1.97,3.2,2210,4215,20576,
ꓘush,125252,12,1.32,1.5,800,1037,5076,2204457,575,1.55,4.1,14118,21055,87447,132514,32,1.72,4.3,745,1229,5337,839130,96,1.26,1.6,6042,7473,33826,63847,14,25,4.34,5.3,263,1080,2293,
Mr. Mxrceloツ,1533037,475,1.96,4.3,10937,20496,60427,532361,327,3.14,13.1,2502,6838,18479,334205,120,1.72,8.5,1405,2209,14760,900965,358,2.07,5.5,6555,12842,36243,85973,30,21,4.47,7.7,392,1619,2190,
Pato1327,1225983,148,0.98,1.5,9602,9284,53035,805761,210,1.1,2.8,7371,7898,32830,336413,76,1.24,4.2,1813,2161,16054,934355,143,0.99,1.9,7504,7289,41316,151911,7,17,3.34,1.2,565,1863,4651,
32Leksa,1499547,139,1.49,1.5,9141,13412,61857,332194,103,1.97,5.9,1736,3219,13270,594381,134,1.76,4.7,2858,4806,26098,873427,166,1.86,3.6,4596,8249,35256,197759,28,43,5.23,5.4,517,2558,4659,
LiLqki ツ,2271735,830,2.56,5.4,15386,37241,89402,139840,311,3.63,14.4,2165,6725,5479,268129,94,1.83,7.9,1188,2006,10976,621041,405,2.67,8.6,4683,11434,25383,88442,39,33,3.31,4,983,3127,2727,
BabyFaceCro,274355,55,1.13,2.3,2426,2677,11502,2213894,1925,1.88,13.4,14342,23354,75214,455642,124,1.01,5.9,2104,1990,21932,359721,122,1.06,3.5,3445,3519,15017,71583,21,26,5.52,6.5,324,1672,2406,
User-2077da5d7e,1161698,7,0.08,0.1,5350,430,78359,2113845,503,0.66,3,16714,10754,92526,1193,0,0.6,0,10,6,53,10128,2,0.31,1.7,121,37,515,150587,23,71,0.79,2.3,1002,772,5569,
YouTubeZinnPanda,111658,47,2.2,5.5,859,1789,3994,2777206,2207,3.53,16,13824,40961,90564,63513,25,2.48,9.7,259,581,2610,344809,205,2.8,10.5,1957,4908,12353,112810,56,66,3.74,10.9,516,1720,2822,
Ched-,838780,123,1.84,2.9,4254,7608,32361,1241802,480,2.4,8.5,5653,12416,47897,154514,76,3.44,13.7,556,1652,5821,1063928,252,2.07,4.9,5178,10188,41935,72110,16,23,4.84,6,266,1209,2615,
Barnabas6002,298116,20,0.64,1.8,1103,689,14021,2687518,1268,1.57,13.9,9095,12314,105319,31235,4,0.67,2.5,158,103,1440,283040,63,1.1,6,1048,1083,12120,208608,1,2,2.38,0.2,618,1469,8350,
MXR Mysti,807972,137,1.27,2.2,6152,7667,33629,702495,341,1.73,7.6,4488,7177,26661,423235,117,1.59,6,1963,2928,19785,1364689,508,2.01,6.6,7670,14431,53504,45717,24,24,1.25,4.8,496,589,1442,
sok maj bols,1547269,170,1.27,1.3,13394,16800,61386,175388,49,1.76,3.8,1274,2161,7136,279558,63,2.05,4.2,1512,2966,12713,1294778,296,1.68,3.5,8535,13844,54328,164544,32,30,2.07,2.8,1139,2295,5569,
Supew Hess,240015,54,2.13,4.3,1251,2555,8688,1932889,1123,3.55,14.6,7702,23376,69321,276578,141,3.45,13.5,1045,3119,10551,846951,299,2.57,7.6,3919,9297,32113,82527,26,40,4.81,10.7,244,1048,1971,
nikitalfg,2154964,400,2.08,3.2,12425,25010,84058,246570,115,2.46,6.8,1687,3874,8808,195956,57,1.83,6.1,927,1594,8902,698454,192,2.3,4.8,4016,8796,27011,42972,5,6,9.39,3.3,150,1361,1482,
GRANDOT3_,1125891,348,1.74,3.8,9119,15251,44168,889209,478,2.49,9.7,4914,11058,33656,164359,61,1.96,8.6,711,1275,7254,1116757,411,2.13,6.7,6136,12211,44322,305170,41,43,2.1,2.6,1570,3212,7782,
NewD1splayName,1826012,213,1.12,2.3,9245,10136,85169,132500,73,1.64,9.9,735,1086,4679,129864,24,1.12,3.8,627,673,6390,1205126,285,1.29,4.7,6051,7448,53993,32122,6,11,5.18,5.4,112,549,964,
Nebuchadnezzar -,1139934,156,1.11,2.4,6590,7131,48515,1215994,573,1.35,8.4,6827,8436,48536,29641,7,1.26,5.2,135,161,1120,909732,202,1.13,3.8,5300,5784,38117,105100,26,43,2.64,5.3,489,1222,3077,
