name,wins,kills,kdRatio,killstreak,level,losses,prestige,hits,timePlayed,headshots,averageTime,gamesPlayed,assists,misses,xp,scorePerMinute,shots,deaths,source
OmarCrod#6246802,15,6,0.166666667,0,2,0,0,0,16,2,16,0,0,0,5646,0,0,36,
BobiNi88#7561641,45,773,0.631535948,7,41,3,110,573,451,158,37.58333333,12,85,2771,544665,10.60310421,3344,1224,
aimanzainali#7869290,228,7935,1.184151619,17,56,9,50,30399,525,1508,2.019230769,260,1084,101998,972910,300.304,132397,6701,
suabrah#7918723,13,76,0.308943089,3,4,3,0,416,23,22,2.555555556,9,25,2525,13200,279.9391304,2941,246,
PimGrin,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
kylie_420s#5106851,10,19,0.316666667,2,3,1,0,36,17,2,17,1,2,237,8720,25.94117647,273,60,
pulga-villano9#5196511,0,3,0.75,0,1,0,0,0,3,1,3,0,0,0,1750,0,0,4,
jawook7#9085309,7,87,0.368644068,4,3,6,0,441,22,23,1.571428571,14,35,3502,10925,340.5,3943,236,
talal_507v#4856782,1,3,1.5,0,1,0,0,0,1,1,1,0,0,0,2775,0,0,2,
Shorty#7091101,469,14547,0.914043355,15,126,10,2,33621,1014,2316,2.044354839,496,1785,218377,2057488,323.5378698,251998,15915,
Raigalia#7013346,0,15,0.517241379,0,6,0,0,0,16,6,16,0,0,0,24975,0,0,29,
rickflymortis12#2911080,68,1761,1.111742424,16,29,9,110,5775,198,288,2.538461538,78,343,16537,291922,178.8272727,22312,1584,
THE LEGEND#3260493,178,1820,0.716535433,17,27,10,110,4026,356,635,2.238993711,159,262,22911,269745,284.1910112,26937,2540,
VegasKiccs4224#4259058,0,1,0.5,0,1,0,0,0,1,0,1,0,0,0,550,0,0,2,
WilliamVD06#1402376,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Beerneedi#9376283,3,4,0.111111111,2,1,5,0,14,11,1,2.2,5,0,293,1400,194.8363636,307,36,
TaYox#8170862,100,4552,1.204232804,15,45,7,2,12450,192,689,2.4,80,603,56601,664694,234.94375,69051,3780,
WAILUA eqz#1469661,0,10,0.476190476,0,2,0,0,0,11,0,11,0,0,0,7350,0,0,21,
EpicAPMGAMER#4197939,23,188,0.61237785,8,10,6,0,503,34,20,4.25,8,61,3014,49566,130.1294118,3517,307,
Xia-Alois#4944758,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RubyuWilliamsF1#9551242,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
GLoRyDreamZz YT#4236219,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Adcarballo#9526144,562,15953,0.966204349,15,301,7,114,38847,3092,3194,11.16245487,277,2982,200221,9235667,56.75743855,239068,16511,
mawinaquelpan#1833341,38,43,0.558441558,0,12,1,34,0,39,4,39,1,0,0,72591,0,0,77,
COPA#2901463,1741,66935,1.417243643,28,344,16,111,135447,4192,11204,2.809651475,1492,10441,652233,11080512,203.7841603,787680,47229,
CSequan#6538464,3,16,0.444444444,4,1,0,0,58,3,5,3,0,5,644,2200,319.6,702,36,
TSM_AFO#2693072,0,3,0.428571429,0,1,0,0,0,2,1,2,0,0,0,1425,0,0,7,
DeedlessRNG#5868395,0,50,1.086956522,0,5,0,4,0,7,10,7,0,0,0,18550,0,0,46,
exituz00#9775154,185,1480,0.547945205,5,54,5,111,986,609,121,7.518518519,81,247,15116,922536,150.7970443,16102,2701,
TechedSphinx184#1851956,34,682,0.895013123,9,12,7,0,2599,76,126,2.533333333,30,80,13449,74605,227.6763158,16048,762,
Kdogg308#8296481,129,2409,0.826698696,11,44,7,110,4017,445,364,5,89,247,20779,620453,130.0355056,24796,2914,
shelbycobra1968#8036260,111,2118,0.854032258,9,31,7,110,6819,245,556,2.784090909,88,339,32268,326167,284.2408163,39087,2480,
龙哥是你叫的吗#3778820,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
SteakAndEggs#3403037,104,3756,0.939234809,11,51,7,111,13089,352,610,3.008547009,117,897,46546,830882,217.0227273,59635,3999,
fortel_2018#7700324,4,18,0.5,6,2,0,0,82,7,0,7,0,3,676,4975,137.4,758,36,
Nocty59#6076007,0,0,0,0,1,0,110,0,3,0,3,0,1,0,675,0,0,10,
ChanXotic#1813958,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
jshin#3024543,0,0,0,0,1,0,0,0,1,0,1,0,0,0,100,0,0,2,
itz_dugz900#5144105,2,35,0.660377358,5,4,1,0,64,8,5,4,2,4,390,12675,153.075,454,53,
Ace Runic#2385298,75,1968,1.030906234,20,35,11,17,7901,208,277,1.74789916,119,369,27941,410605,259.1105769,35842,1909,
Theproandros#8814752,8,87,0.820754717,5,5,1,110,285,11,10,11,1,13,1102,20315,181.4181818,1387,106,
tony_bln#9948636,75,1966,1.100167879,14,28,6,110,7618,158,266,2.677966102,59,372,29042,272945,232.1088608,36660,1787,
TRT#7913256,0,14,1,0,3,0,0,0,9,3,9,0,0,0,8175,0,0,14,
ChimboGordo69#1616635,520,22974,1.022885129,14,229,12,111,47031,2415,3664,5.378619154,449,5514,265123,6146873,108.232795,312154,22460,
MarkCrorigan#3362008,445,11366,0.861517471,19,173,30,110,39575,2244,1651,6.131147541,366,2878,188411,3756133,137.6548128,227986,13193,
CZTiger69#7879185,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
UKz SP3CI4LI5Tz#9730481,587,10380,0.970456245,18,259,30,111,23068,2810,1729,10.56390977,266,1573,79738,7425856,49.7511032,102806,10696,
Schafrichter#2215675,157,4327,0.953713908,15,42,8,5,7081,336,705,2.113207547,159,510,34821,575225,310.3607143,41902,4537,
Kriszma#6172406,108,3990,1.467451269,17,84,17,110,13319,402,493,4.568181818,88,619,44122,1294200,89.82686567,57441,2719,
For my fans jr#5885683,57,400,0.662251656,9,11,8,110,1660,91,98,3.25,28,96,7766,63610,269.3604396,9426,604,
Silbergoblin#3616489,3,224,0.3584,3,24,1,110,37,248,54,124,2,55,533,215885,5.632258065,570,625,
E3elite7130#8915972,747,30820,1.064336775,21,188,10,12,87816,1436,5557,2.948665298,487,4317,409916,4408386,227.5245125,497732,28957,
ComeRuSh#6998295,360,14302,1.661863816,16,303,28,100,12181,2259,3784,18.66942149,121,825,54052,9310844,27.98220452,66233,8606,
GerrieVanBoven#1756032,429,10070,0.898866375,15,97,11,11,37455,838,1994,2.340782123,358,2138,155941,1487119,292.1806683,193396,11203,
Great_Devouer26#3237195,0,1,0.111111111,0,1,0,0,0,4,0,4,0,0,0,1325,0,0,9,
Skanned#9164585,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,27,0,1,
Bachand89#3546278,3,6,0.24,2,1,0,0,31,3,0,3,0,4,182,850,186.8,213,25,
VODKA#3550738,1505,22046,1.133295636,14,163,17,111,58771,2878,4188,2.717658168,1059,2134,222429,3313091,237.5653926,281200,19453,
Logic#3810400,11,762,1.282828283,13,16,4,0,2910,22,95,2.444444444,9,237,11125,113165,215.5636364,14035,594,
d-FI_killer#2067801,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
BoB lafourchette#8455447,171,1954,0.735139202,16,51,6,110,6063,537,277,12.20454545,44,468,28533,835764,53.0972067,34596,2658,
TheCrossedChef#8626155,291,8188,0.834743603,9,80,13,63,22035,788,1457,2.188888889,360,1311,117143,1237280,265.1588832,139178,9809,
lucas1312307#9613500,8,473,0.843137255,7,18,8,23,399,95,80,6.785714286,14,72,2372,136471,81.10736842,2771,561,
FPT_Rafa#2727440,0,19,0.475,0,5,1,110,0,18,5,18,0,18,0,17825,0,0,40,
Master chiefK90#5574499,0,58,0.828571429,0,7,1,3,0,18,6,18,0,0,0,34756,0,0,70,
Triton#6631563,5,3,0.272727273,0,2,0,0,0,5,2,5,0,0,0,3725,0,0,11,
Redvoll,1,12,0.857142857,3,1,1,0,41,2,2,2,1,3,121,1275,123.3,162,14,
eren#3417253,0,686,1.03003003,0,47,0,110,0,516,88,516,0,84,0,706455,0,0,666,
Wzay#8699507,0,0,0,0,1,0,0,0,4,0,4,0,0,0,1500,0,0,7,
如果有来生#7504616,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
joh_ann9003#3064194,0,3,0.142857143,0,2,1,110,0,11,0,11,0,9,0,6762,0,0,21,
Fastrexio#7574278,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
iihamxd#4002338,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eaton Beever#7281174,405,7512,0.868138218,13,62,12,110,29285,885,1441,2.107142857,420,1548,134926,1031819,240.2528814,164211,8653,
Dandy#4379316,9,430,1.55234657,7,28,2,31,694,89,65,44.5,2,43,2414,281690,16.91460674,3108,277,
Skaldrelli-it85#6927684,0,1,0.066666667,0,1,0,0,0,8,0,8,0,0,0,1250,0,0,15,
ranzengerch36#1055606,2,52,0.722222222,3,5,1,0,99,23,8,11.5,2,6,747,20892,54.86086957,846,72,
Shaun#5399819,258,6271,0.865681944,13,53,9,110,25016,534,981,2.243697479,238,1233,133881,914258,268.7617978,158897,7244,
NoeX59#7088104,129,2306,0.959633791,14,42,7,110,8850,318,384,3.87804878,82,458,39620,567099,156.7773585,48470,2403,
SLASHER#5111840,0,1,0.5,0,1,0,0,0,1,0,1,0,0,0,925,0,0,2,
Charles3211#1977436,38,1259,1.003187251,14,24,3,51,4727,77,198,2.138888889,36,271,20935,215125,299.1428571,25662,1255,
GWBDOE92#1356084,1,1,0.05,1,1,2,0,4,3,0,1.5,2,1,435,450,392.6,439,20,
BiggMeezy#6702881,168,4611,1.159125189,12,43,7,111,9779,323,515,2.410447761,134,609,63884,595720,291.7783282,73663,3978,
Fissy#9456851,408,5697,0.63278907,14,53,10,30,15341,726,849,2.719101124,267,1302,56456,907361,237.4983471,71797,9003,
BulldogFan-GIRL#4382682,4,13,0.393939394,2,1,1,0,75,6,2,6,1,7,469,1480,97.8,544,33,
V1sconti#8459946,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
最弱#4082677,628,19437,0.995645938,14,156,9,9,76115,1320,3362,2.088607595,632,3397,311405,3010022,311.0745455,387520,19522,
RebuiltAphid801#2362711,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Slickwicked#1129481,68,1675,1.083441138,11,26,11,12,4968,171,329,2.164556962,79,262,19551,248039,254.7964912,24519,1546,
Philisdiller,0,19,0.612903226,2,1,1,0,80,1,3,1,1,4,445,3035,372.6,525,31,
brodyandarcy418#2334592,561,20483,0.955542079,23,167,7,110,33685,1542,3831,4.190217391,368,2717,138481,3494003,177.285214,172166,21436,
corazzon21#7253996,0,0,0,0,1,0,0,0,2,0,2,0,0,0,100,0,0,3,
Yarrrak#1753072,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Eblis#7674860,32,379,0.875288684,6,12,2,8,1566,43,85,6.142857143,7,109,9987,69550,171.0697674,11553,433,
BallChinius95#7208215,12,2760,1.003271538,8,142,4,110,618,1152,696,96,12,43,2561,2499019,3.349479167,3179,2751,
JayMufasa#6171372,618,9655,0.880850287,14,88,16,111,18371,1304,1401,2.405904059,542,831,121569,1343495,260.6443252,139940,10961,
Spaced_Luis#6777222,3,1,0.0625,1,1,0,0,1,3,0,3,0,0,17,975,22.2,18,16,
Mista Payne#5135455,951,19627,0.642939038,13,182,10,17,29485,2024,2802,3.47766323,582,2499,281577,4119994,193.8708498,311062,30527,
simi_2004#9029480,5,127,1.133928571,8,6,4,0,521,12,21,1.714285714,7,23,1975,23565,162.65,2496,112,
anon52181515#6248211,12,136,0.727272727,6,7,3,0,464,23,18,3.833333333,6,25,2850,34375,139.9565217,3314,187,
Berry_fieldzz#9452683,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
ODubbzz95#2149602,316,5718,0.869657795,12,112,16,111,14864,1036,866,2.994219653,346,1103,72370,1758097,166.2764479,87234,6575,
Zmann05#7431962,46,147,0.653333333,0,17,0,6,0,121,22,121,0,0,0,121625,0,0,225,
BiggieDraw5#1284907,0,103,0.165594855,0,22,2,110,0,269,23,269,0,91,0,186415,0,0,622,
Jhonatan#5916093,0,56,0.608695652,0,13,0,0,0,46,10,46,0,0,0,75100,0,0,92,
black bird#2033672,19,2730,2.4375,19,38,7,9,5863,69,560,1.815789474,38,539,26327,476365,199.3478261,32190,1120,
freckled-whale#9045638,1,1,0.0625,1,1,0,0,5,1,0,1,0,1,94,200,199.8,99,16,
Clarence#9250709,300,9950,0.985831765,12,133,14,17,32115,852,2179,3.579831933,238,3364,126284,2229547,141.9816901,158399,10093,
lazaruss99#7345717,78,292,0.744897959,10,24,7,110,284,183,54,22.875,8,16,1295,211625,20.47213115,1579,392,
Karl00ff,1191,16627,1.040292811,17,274,11,114,48956,2968,2993,9.763157895,304,3633,248851,8078804,67.27358491,297807,15983,
4lienne_cD#3358909,264,8560,1.160677966,22,62,12,22,33070,543,1441,2.225409836,244,1615,108340,1038980,254.0364641,141410,7375,
cycyverygood#7868506,613,27488,1.320268972,19,234,8,111,92944,2139,5055,3.506557377,610,5251,377854,6389256,179.942777,470798,20820,
odwfkerfreosas#4324694,4,105,0.755395683,6,7,2,0,186,13,22,3.25,4,33,1223,30330,194.3538462,1409,139,
Skarv3n#2408532,0,0,0,0,1,0,110,0,2,0,2,0,4,0,525,0,0,3,
Puaka904#3587455,0,29,0.408450704,0,6,0,0,0,21,5,21,0,0,0,26118,0,0,71,
GoofierFlyer4#6264574,95,742,1.078488372,6,39,4,21,1192,220,137,24.44444444,9,67,5624,506279,22.65272727,6816,688,
Vadász#3581142,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
davide80ian#3162604,158,1770,0.501558515,7,67,4,111,5185,872,272,19.81818182,44,548,34090,1087154,32.57477064,39275,3529,
MackerYNWA#5475949,37,1353,0.945492662,11,26,6,40,6176,127,211,2.953488372,43,344,20313,253301,169.176378,26489,1431,
I am Spartan#5488105,330,5440,0.975609756,16,109,5,111,9221,969,958,11.01136364,88,518,58967,1696429,66.43034056,68188,5576,
Buztard#4298226,0,104,1.094736842,0,14,1,110,0,51,23,51,0,0,0,92240,0,0,95,
xX-Mr_dinhooo-Xx#4236764,223,6211,0.909903311,14,196,7,111,5475,2011,1615,31.421875,64,743,29397,4718852,20.12968672,34872,6826,
BLACK DRAGONS#1740780,0,397,0.800403226,7,23,1,110,37,141,73,141,1,26,274,198281,1.919148936,311,496,
FireEagle#5116040,499,14036,0.900378472,12,132,11,110,41801,949,3064,2.402531646,395,3306,153929,2209628,232.0722866,195730,15589,
adilbiy#1099225,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Litten_021#8540333,0,0,0,0,1,0,0,0,3,0,3,0,0,0,300,0,0,5,
PYRO-ITZMATT99#5950292,0,0,0,0,1,0,0,0,1,0,1,0,1,0,125,0,0,2,
BlackStabbath#9221375,693,8486,1.152675903,31,125,14,110,20574,1373,1097,6.240909091,220,2000,86131,2027775,97.53780044,106705,7362,
mamiaslo#2159245,3,43,0.425742574,7,3,3,0,149,24,10,4,6,14,1369,11000,134.725,1518,101,
TheAfricanPxnda#5919696,68,1776,1.23935799,13,23,7,2,4228,122,293,2.44,50,204,25771,202460,338.4393443,29999,1433,
SyLvKaStArA1994#8355456,662,26085,0.846998084,13,180,9,110,43971,1386,3216,2.377358491,583,2445,218701,4056974,239.8731602,262672,30797,
BennJarmon#4390861,14,344,0.767857143,8,11,6,6,925,42,38,2.470588235,17,87,3154,65960,248.0285714,4079,448,
groovyjunior#7180479,15,28,0.301075269,0,8,3,110,0,36,3,36,0,9,0,41200,0,0,93,
GearH3adOli#4513678,19,47,0.505376344,3,6,3,0,74,30,10,10,3,2,803,22524,72.42,877,93,
VietBoatMan#3693893,168,7213,1.070813539,15,74,8,86,20891,327,1015,2.5546875,128,2403,61572,1165833,271.8091743,82463,6736,
usy-si_man#2632866,0,1,0.090909091,0,1,0,110,0,5,0,5,0,1,0,1600,0,0,11,
DROPDEAD APE#5064438,271,4107,0.887041037,14,132,9,111,7068,1293,805,18.47142857,70,669,26996,2212976,39.37447796,34064,4630,
Tickkle me Pink#2057775,54,788,0.855591748,11,22,6,20,2289,142,214,3.55,40,130,8721,178848,154.7239437,11010,921,
TakM#6121102,1,1,0.5,0,1,0,0,0,1,0,1,0,0,0,1350,0,0,2,
VhaughN#6124996,359,2596,0.824650572,10,66,7,47,5385,638,620,9.114285714,70,402,46486,1082097,62.34075235,51871,3148,
Shengx1#3757453,5,98,0.803278689,9,4,2,0,400,9,22,4.5,2,15,2423,14265,262.7333333,2823,122,
king7928#5970874,4,6,0.2,1,1,0,1,19,4,1,4,0,2,112,1800,42.45,131,30,
Lets Ride7883#9442060,0,0,0,0,1,0,0,0,4,0,4,0,0,0,300,0,0,7,
ENCODEDBERRY#4469732,40,606,0.619631902,7,15,6,0,2616,77,95,2.40625,32,142,8843,103142,248.7350649,11459,978,
CSJ1202#8500731,922,31238,0.80212613,16,206,12,110,85736,2033,4583,2.24640884,905,7277,392274,5157520,241.3000492,478010,38944,
Coleton#8963811,357,8929,1.03548649,18,94,17,111,30309,825,1434,2.419354839,341,1940,130916,1443586,155.8858182,161225,8623,
IRISH_CarBomb,457,10295,0.929067774,19,104,10,110,18214,867,1966,3.164233577,274,1110,123024,1596735,259.1550173,141238,11081,
MTLMOBSTER514_40#9603565,58,1096,0.977698483,12,21,16,2,4424,100,183,2.631578947,38,253,13567,168620,200.682,17991,1121,
ajushi#9989791,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
NoahNunez12#9506852,2,33,0.434210526,4,4,4,110,92,19,2,4.75,4,6,596,12000,92.96842105,688,76,
Illotuerehmarico#5161078,0,4,1,0,2,0,110,0,2,0,2,0,0,0,3500,0,0,4,
Mucki88#2123504,2,872,0.60137931,8,47,3,111,89,431,182,143.6666667,3,311,600,700783,4.066357309,689,1450,
anon40284601#4732083,45,715,0.461290323,11,22,5,16,1982,195,176,3.095238095,63,194,17852,186317,226.1876923,19834,1550,
dogukan701#2400035,29,765,1.08974359,11,16,2,27,3032,48,98,3.2,15,102,14498,109425,296.1125,17530,702,
MikasaJKU#8932502,288,10083,0.927172414,16,123,20,111,45322,1132,1693,3.339233038,339,1986,160825,1996589,193.9738516,206147,10875,
Y8x_x#3190551,69,2732,0.753655172,9,34,6,9,5634,153,432,1.961538462,78,403,35582,397333,243.227451,41216,3625,
kSlaps-#3080013,10,78,0.917647059,5,3,2,0,250,17,7,2.428571429,7,17,936,8100,104.9647059,1186,85,
LkDiamondd#3256906,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
구렐리라#7498155,0,12,0.923076923,3,1,1,0,41,1,2,1,1,0,192,1525,367.2,233,13,
冰不如她心一半凉#1202093,10,367,1.11550152,11,14,5,110,594,45,89,3.75,12,52,3776,89866,144.5066667,4370,329,
Scared#7746837,0,14,0.875,0,2,0,110,0,8,2,8,0,3,0,6300,0,0,16,
lowkey710_420#3738643,531,11611,0.965009973,14,113,10,110,38777,1201,1962,2.274621212,528,2842,135387,1769346,148.0965862,174164,12032,
Hyun#9712504,1,4,0.285714286,2,1,1,0,24,2,1,2,1,3,225,1300,320.7,249,14,
Vegasmedic777#1719717,0,1,0.071428571,0,1,0,0,0,5,1,5,0,0,0,1600,0,0,14,
Xapo_04#6920184,0,1,0.25,0,1,0,0,0,2,0,2,0,0,0,650,0,0,4,
ZezMew#6781516,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
major-sense7#4990747,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
mike_hawks_long#6691320,1877,50600,0.891300136,21,254,37,111,83613,3827,7819,2.486679662,1539,7371,435537,7205979,206.5304416,519150,56771,
Shadow9World#3013168,1,65,2.5,8,3,1,20,197,3,34,1.5,2,9,578,8825,226.4,775,26,
Chaye#4862193,323,5587,0.959141631,15,52,39,111,24498,855,1357,3.143382353,272,1444,102356,856261,218.9592982,126854,5825,
TITAN0401974#5068691,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
deinVater#4016447,48,993,0.825436409,11,24,6,110,4232,204,149,5.230769231,39,272,17665,213490,127.3411765,21897,1203,
o Jwinn#1431809,18,630,0.883590463,10,14,9,0,2392,59,72,1.512820513,39,119,9184,91160,310.2101695,11576,713,
stevrick#7921608,0,1,0.045454545,0,1,0,0,0,10,0,10,0,0,0,1825,0,0,22,
ninjamidget#7404492,13,150,0.414364641,5,7,3,0,544,26,21,2.6,10,33,2366,33915,258.8538462,2910,362,
tsuna_tsutayama#3588777,5,130,0.769230769,9,4,2,0,475,9,17,2.25,4,37,2543,16305,375.4,3018,169,
TheBrainEATER#1446450,77,1444,0.527584947,6,30,6,110,4198,220,218,3.055555556,72,297,51279,314529,320.4790909,55477,2737,
BArrrrrios,276,4790,0.970618034,11,152,10,112,10384,1320,639,15,88,811,49914,2866166,44.19272727,60298,4935,
Ogonkillu#2082114,244,6245,0.907703488,11,56,6,78,28065,464,956,2.367346939,196,1522,163259,973050,318.4474138,191324,6880,
WildSheet520101#8826167,32,265,0.466549296,5,8,4,0,1211,54,26,2.842105263,19,64,7832,35425,266.6777778,9043,568,
kidnap#2200919,9,85,0.49132948,2,8,1,110,146,36,18,18,2,33,1419,38740,56.16666667,1565,173,
Travisdabest#5693265,0,1,0.066666667,0,1,0,110,0,7,0,7,0,0,0,1425,0,0,15,
Ri0TxRemix#9868633,501,11042,0.969106547,19,99,48,9,32415,1094,1912,2.201207243,497,1953,143051,1511016,278.4822669,175466,11394,
zetsoga,10,128,0.429530201,4,6,4,0,595,18,18,2.25,8,46,3932,23545,305.9,4527,298,
Pandeadpoola#1260413,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
SouthWind1#3259446,57,164,0.407960199,2,17,2,36,21,112,26,28,4,3,171,119835,13.41428571,192,402,
Peaks#1710918,13,29,0.69047619,0,6,0,11,0,20,8,20,0,0,0,22750,0,0,42,
Ravensphere11#4952365,5,13,0.196969697,1,2,0,0,14,11,0,11,0,5,123,3950,111,137,66,
xxXKDXxx#4033625,26,173,0.397701149,5,9,4,110,937,55,32,5,11,98,13197,42366,215.5527273,14134,435,
Affy93,4,31,0.360465116,4,2,2,0,121,8,6,4,2,8,1076,5315,315.9,1197,86,
JOMPLE#3345836,1930,57116,0.925840074,18,300,9,111,158128,4181,8838,2.798527443,1494,9650,660264,9218954,243.9884717,818392,61691,
DFaulk22#1164372,1185,32059,0.894129131,14,212,7,111,87028,2554,4278,2.646632124,965,6358,514627,5439163,252.956852,601655,35855,
stepdad#2799753,599,8320,0.874868559,14,73,8,13,28078,1028,1403,3.879245283,265,1497,141873,1163925,205.9324903,169951,9510,
ImminentCupid45#8137814,2,18,0.367346939,3,2,2,110,25,14,3,7,2,3,281,4300,76.67142857,306,49,
Raku-paN#9928359,1,77,0.762376238,9,4,3,0,272,10,4,2.5,4,13,1296,15700,176.16,1568,101,
TendingFlame873#5641179,4,6,0.085714286,1,1,1,0,33,5,0,5,1,4,415,700,316.2,448,70,
XxGuccixalotyxX#5281679,0,4,0.333333333,0,1,0,0,0,2,1,2,0,0,0,1125,0,0,12,
Jupitersix#9665297,0,0,0,0,1,0,29,0,0,0,0,0,0,0,0,0,0,0,
Bazezass#3665471,0,56,0.533333333,0,8,0,12,0,35,9,35,0,0,0,35866,0,0,105,
mcookhorne#9355510,748,11961,0.917324948,13,276,8,111,17623,3011,2174,15.84736842,190,1376,111891,8156457,38.14672866,129514,13039,
Uravold#3082139,3,75,0.590551181,5,4,2,110,251,13,16,4.333333333,3,12,949,13950,161.1692308,1200,127,
Peekaboo#9372473,85,6259,1.083434308,14,59,23,35,26018,283,791,1.538043478,184,1443,105710,998380,297.8459364,131728,5777,
juggerwicho#1103368,0,5,0.5,0,1,0,0,0,5,0,5,0,0,0,3250,0,0,10,
Bopfiles#2904550,0,57,0.387755102,0,7,0,0,0,33,6,33,0,6,0,32357,0,0,147,
marelja4200#4629147,559,11478,1.033402359,11,207,7,111,10937,1904,3086,13.4084507,142,1528,50416,5194920,46.63203782,61353,11107,
Lucky_#3820176,0,3,3,0,1,0,0,0,1,1,1,0,0,0,2250,0,0,1,
Luc100402#9645986,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
ImBadAtFort2493#3906066,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
STLBEATZ,130,2199,1.111167256,17,27,5,5,5798,294,308,1.803680982,163,397,24698,268209,209.4510204,30496,1979,
kailaras#7229848,0,2,0.166666667,0,3,0,0,0,7,1,7,0,0,0,8525,0,0,12,
ziller_filler#6346607,0,24,0.52173913,0,4,0,110,0,19,5,19,0,30,0,15860,0,0,46,
Ray_26_6742457,144,3537,0.956462953,10,38,9,31,7407,302,651,2.141843972,141,415,19347,473214,283.710596,26754,3698,
Mich_K92,3,82,0.598540146,7,4,3,0,346,11,12,2.2,5,22,1838,12475,334.9636364,2184,137,
Bamcdo18#1851863,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Diegoortiz2050#1974630,7,7,0.184210526,2,1,3,0,34,13,1,2.6,5,2,732,1550,234.4615385,766,38,
mathus2003#6518451,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
King#6922910,68,2370,0.766990291,10,44,8,110,7328,322,450,4.075949367,79,596,40953,615580,152.6198758,48281,3090,
Killopen#6131856,1746,51595,0.920238286,19,435,10,111,145596,6231,9673,5.227348993,1192,10472,600193,14970539,110.9342321,745789,56067,
Shane Dawson#6492924,624,16321,0.991254176,19,166,24,110,48201,1891,2723,3.105090312,609,3825,216713,3436125,166.6461132,264914,16465,
MalamutLeMit#5400527,4,23,0.291139241,2,5,0,0,17,30,4,30,0,1,238,17875,9.1,255,79,
matlord77#9411460,4,30,0.576923077,4,2,1,30,133,5,9,5,1,10,933,5675,207.84,1066,52,
akanebbq14#3345614,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
AshxCobra#5522977,0,64,0.666666667,0,9,0,0,0,29,8,29,0,0,0,46224,0,0,96,
AsmaaAli100#5349813,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
PereaNK_9994454,163,386,0.635914333,10,27,8,110,182,184,64,16.72727273,11,17,1166,264488,22.6076087,1348,607,
lilbabynuggs#2406678,34,534,0.740638003,7,14,11,0,2439,86,88,2.324324324,37,144,12155,84998,255.9139535,14594,721,
GxvenMxinz#2397676,1,38,0.974358974,4,6,1,0,50,17,5,17,1,2,216,22625,18.31764706,266,39,
IgoToutEstBON#5029004,318,6995,1.195930928,16,75,8,39,26643,559,1143,2.661904762,210,1351,91997,1178334,207.2951699,118640,5849,
Faze jax5#8384440,88,1436,0.972899729,15,28,8,110,4148,208,327,2.971428571,70,206,16173,272624,133.0903846,20321,1476,
Flixjule,0,172,1.186206897,0,21,2,14,0,67,27,67,0,0,0,177490,0,0,145,
DAbao#6573835,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
fizz-elims#5974296,21,746,1.13030303,8,37,2,111,453,233,156,38.83333333,6,260,1425,444122,14.72188841,1878,660,
PowerLJR#9902279,0,140,0.848484848,0,23,0,110,0,82,13,82,0,2,0,192950,0,0,165,
CASHLORDROBBI#2074243,990,26346,0.958106044,15,235,9,117,94744,3659,5190,4.340450771,843,4364,389170,6418070,134.0064498,483914,27498,
mightyrampage201#5908211,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
