name,wins,kills,kdRatio,killstreak,level,losses,prestige,hits,timePlayed,headshots,averageTime,gamesPlayed,assists,misses,xp,scorePerMinute,shots,deaths,source
davidp656728#5900551,7,47,0.271676301,4,3,1,0,210,12,8,2.4,5,35,2069,9510,322.5,2279,173,
JustTrobe#8232705,0,0,0,0,1,0,110,0,2,0,2,0,0,0,350,0,0,7,
LCD#6383035,3519,59563,0.877371553,19,297,20,111,200845,7479,7638,1.99706275,3745,12300,965775,9062157,330.6162054,1166620,67888,
aLlEz#6592097,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sno0w#5116023,1,5,0.714285714,0,1,0,0,0,3,1,3,0,0,0,2592,0,0,7,
koala750mortel#3459351,22,4604,1.019937971,8,169,4,111,1274,1473,984,147.3,10,675,6570,3560797,5.100610998,7844,4514,
CSO_TEEYT#1978844,39,433,1.018823529,8,13,4,110,1325,68,76,4.533333333,15,55,6036,81476,120.7852941,7361,425,
TWILL_#8779354,507,10074,0.870624838,11,87,9,110,17239,886,1872,3.529880478,251,1174,62795,1342331,225.4740406,80034,11571,
Rocket1227#5915450,339,7740,0.86528787,11,172,5,111,3129,1852,1582,24.05194805,77,703,28418,3717052,23.00993521,31403,8945,
DeyvsonStrife#6778065,0,0,0,0,1,0,0,0,1,0,1,0,0,0,200,0,0,2,
luckytbaldino#9685111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
anon12823578#1975965,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Stu332#4367651,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Dedey011#5948680,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pyroboy5784#3932074,0,2,0.666666667,0,2,0,110,0,2,0,2,0,0,0,4102,0,0,3,
G4B lyv#4289403,5,9,0.191489362,1,2,0,0,2,9,0,9,0,3,10,5375,13,12,47,
GlockYaDown97#6408861,0,3,0.6,0,1,0,0,0,3,1,3,0,0,0,1250,0,0,5,
xXLTCupcakeXx,24,364,1.058139535,11,10,4,0,484,47,49,3.916666667,12,24,2353,51755,312.2808511,2837,344,
VictorPani10#2810068,607,12131,0.89507858,11,177,8,111,32107,1883,1831,6.872262774,274,2014,172202,3930717,103.3322358,204309,13553,
Tink31794#6650942,0,39,0.453488372,0,6,0,0,0,28,9,28,0,0,0,24865,0,0,86,
Jamin0420#6398568,337,3586,0.732135566,10,50,10,111,10674,801,544,3.640909091,220,555,47004,804201,148.3078652,57678,4898,
Angelo21299#7990114,174,3656,0.915831663,15,40,9,110,14473,436,779,2.491428571,175,703,85861,522714,230.0545872,100334,3992,
andreolli#7708532,1,41,0.931818182,5,6,0,0,98,16,10,16,0,3,301,23704,20.2125,399,44,
J27r#4147288,0,119,0.657458564,0,12,1,110,0,68,20,68,0,55,0,69060,0,0,181,
juznatribina1970#4773578,0,26,0.292134831,0,3,1,110,0,22,4,22,0,15,0,10812,0,0,89,
R3tr0#7707132,4,501,0.825370675,5,42,4,63,390,222,74,44.4,5,27,2015,572800,9.308108108,2405,607,
elchusis#2593484,74,533,0.63452381,6,23,7,21,2315,95,111,4.75,20,174,15924,196810,109.0736842,18239,840,
giggitys#9179932,545,10744,0.931264627,17,104,50,110,39418,1117,1844,2.538636364,440,2111,167626,1596192,252.0053715,207044,11537,
Frengers1998#2768367,7,165,0.793269231,5,7,1,13,598,11,32,3.666666667,3,58,2523,29390,301.3090909,3121,208,
ttv_swavy10#1088254,421,1445,0.766578249,9,51,6,110,1406,637,363,22.75,28,120,7274,851230,31.94034537,8680,1885,
Strife-Six,0,2,1,0,1,0,0,0,1,1,1,0,0,0,900,0,0,2,
Micoo_63#8781678,83,2266,0.877274487,16,51,6,111,7233,452,383,10.51162791,43,653,28039,822030,77.52212389,35272,2583,
hhgh#4185342,6,102,0.495145631,4,8,4,110,196,34,19,4.25,8,21,1841,35423,143.2588235,2037,206,
itachi#5827893,0,97,0.923809524,0,13,4,111,0,57,17,57,0,84,0,79065,0,0,105,
Miztress Zombie#8214431,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
ibr_ahim06#7916315,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,
JDlindsay#8817801,711,13564,1.023929946,13,121,12,110,49050,1208,2062,2.889952153,418,3240,222905,1933309,234.997351,271955,13247,
S1806Oliver#3355454,1,0,0,0,1,0,0,0,1,0,1,0,0,0,100,0,0,2,
icicle_df#8753477,3,260,1.097046414,7,13,2,6,503,47,67,11.75,4,22,3164,77606,47.50212766,3667,237,
Milobanos72#7517638,5,4,0.444444444,0,1,0,0,0,5,0,5,0,0,0,1400,0,0,9,
Doctor_Kompot#5130686,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
eddieecuellar#6232606,128,4030,1.089483644,16,40,14,110,14841,324,564,2.25,144,794,51860,529240,228.5444444,66701,3699,
WalkerHz#3198307,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
mateo21k_#4185352,0,10,0.151515152,0,2,0,0,0,26,1,26,0,0,0,6175,0,0,66,
WangsOut01#5170237,72,3324,1.024345146,13,42,8,110,10945,198,497,1.903846154,104,747,49725,566185,318.4848485,60670,3245,
bannana panda64#5880079,284,9758,0.836806449,12,101,9,111,27691,689,1883,2.434628975,283,2403,119360,1549395,254.3660377,147051,11661,
Wluczykij1988#9793528,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,
Don_Guerra04#3423306,39,1600,0.956937799,8,44,5,38,4284,274,303,6.523809524,42,291,20492,630908,90.20583942,24776,1672,
Hagen#2592855,0,35,0.795454545,0,6,1,111,0,25,4,25,0,17,0,26500,0,0,44,
Not-yan333#8399938,1,3,1.5,0,1,0,0,0,1,0,1,0,0,0,1400,0,0,2,
Venom3738#5338665,5,30,0.277777778,2,2,1,110,127,7,1,7,1,10,1955,6110,290.0571429,2082,108,
RuthlessMING#6062357,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
MoldyMilkLover34#5849713,32,289,0.315502183,4,9,3,0,665,46,58,3.538461538,13,47,4468,42120,289.5782609,5133,916,
PotentiallyXaos,94,4335,1.346691519,19,41,14,40,18914,275,770,1.883561644,146,867,72972,537835,267.5672727,91886,3219,
Christian2017Tex#9602617,2,10,0.588235294,3,1,1,0,16,4,2,4,1,1,25,1075,55.2,41,17,
satilitdishwashr#1605506,2,16,0.457142857,3,1,1,0,69,3,2,3,1,8,497,2125,230.8,566,35,
DIEHARDRACER36#1388147,94,2518,0.874002083,12,32,7,7,11038,206,475,2.168421053,95,684,59267,346760,362.015534,70305,2881,
xsg_sin#8230783,0,5,0.161290323,0,2,0,110,0,13,1,13,0,1,0,3950,0,0,31,
46ct,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
hiddentechno#6892073,9,50,0.877192982,2,9,0,1,2,29,22,29,0,0,0,43850,7.406896552,2,57,
ilyesjsk06#4669067,16,39,0.371428571,2,5,1,0,52,25,9,25,1,6,308,19120,46.512,360,105,
Missak-Ant#2385272,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
anon94916160#1248157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
SpazzyChazzy1#3685694,1,148,0.407713499,2,20,3,15,165,124,16,41.33333333,3,11,710,153043,10.2483871,875,363,
SUN_OF_A_BEACH25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Slittysynsir#2464738,20,201,0.547683924,7,10,4,110,605,58,48,5.272727273,11,54,3956,50980,137.1103448,4561,367,
eliver_7890#8661547,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
guizao23#6674996,21,333,0.43359375,2,30,2,110,26,338,63,338,0,49,109,322263,0.724260355,135,768,
大帅财#1286178,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
R3CTCru33077#1645673,0,4,0.181818182,0,1,0,110,0,7,1,7,0,4,0,2490,0,0,22,
weav_13#1674785,348,16220,0.938060263,16,183,11,110,43075,2109,3499,6.258160237,337,3546,163545,4192203,92.41792319,206620,17291,
iTz Carlit0s#6152832,9,242,0.89298893,0,20,3,110,0,121,53,121,0,42,0,156153,0,0,271,
CF Pxzito#4840851,49,1534,1.031607263,8,27,7,5,6800,106,207,2.12,50,396,30365,255260,206.5415094,37165,1487,
FireToaster6134#6244699,0,11,0.458333333,0,3,0,110,0,13,3,13,0,0,0,10395,0,0,24,
PixelyPlazma#2151886,117,4166,0.8986195,11,44,10,110,15746,305,992,2.060810811,148,892,62915,627006,264.0216393,78661,4636,
KamikaziMoose#3579853,4,42,0.807692308,5,2,2,0,152,9,9,1.8,5,9,852,4775,106.2,1004,52,
UkraineSaiyan#3810058,20,259,0.744252874,6,12,2,110,775,49,47,9.8,5,43,4138,74995,104.5102041,4913,348,
humanpolarbear#9108073,0,5,0.5,0,1,0,0,0,5,0,5,0,0,0,2650,0,0,10,
Master#2556096,470,9038,0.992859497,25,99,9,41,21646,961,1345,2.321256039,414,2179,101822,1523971,146.3868887,123468,9103,
the_hollyster#9796860,91,1004,0.938317757,15,26,18,9,3317,208,179,3.2,65,244,34340,237845,218.9192308,37657,1070,
rallying_oval771#4436708,2,12,0.206896552,3,2,3,0,16,13,1,4.333333333,3,1,505,3525,114.5076923,521,58,
xXxPR3DATOR#6075491,323,8927,1.016163916,14,85,12,110,24513,708,1364,2.565217391,276,1363,135677,1307991,257.2262712,160190,8785,
今晚我来搞#4268210,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,
Baby Pluto#9935815,974,30400,1.204628309,24,200,10,111,92828,2070,4548,2.490974729,831,5832,334829,4909894,217.0298551,427657,25236,
Kalem#1808520,24,270,0.556701031,6,10,3,0,748,58,35,3.222222222,18,53,6194,50060,318.6517241,6942,485,
XxETxxX#1881233,287,6598,0.938549075,11,61,8,39,26891,495,1317,2.981927711,166,1603,122536,1024615,224.7175758,149427,7030,
Txengeez#4163511,0,8,0.363636364,0,2,0,110,0,11,0,11,0,1,0,7100,0,0,22,
EvilGenius13#3069213,0,11,0.647058824,0,4,0,12,0,10,4,10,0,0,0,13650,0,0,17,
twartsly#6942236,3,225,1.595744681,17,8,6,0,803,20,31,1.538461538,13,28,3576,36635,237.84,4379,141,
Eimo#2528837,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Krox#7640270,266,9943,1.009646629,13,148,10,111,29058,1058,2136,3.875457875,273,2096,117184,2692082,128.7748582,146242,9848,
Fushilossom#7027189,0,5,0.135135135,0,1,0,110,0,19,2,19,0,8,0,3450,0,0,37,
Yourdaddy12#2905883,0,316,0.555360281,0,28,2,110,0,252,63,252,0,96,0,273131,0,0,569,
hHmM#4917398,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
CarlyUva2392#5796869,0,38,0.633333333,0,5,1,0,0,20,6,20,0,0,0,21337,0,0,60,
general waste#6895114,13,162,0.692307692,6,5,2,0,706,26,22,2.166666667,12,33,5766,20655,348.6923077,6472,234,
68#9931432,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
XXXTENTACION#5582814,164,4442,0.956297094,14,50,24,31,14406,521,1001,3.064705882,170,869,65752,809513,139.9301344,80158,4645,
WOLFWAR_1106#2548706,296,9066,0.773219616,13,200,6,113,11980,2462,1570,17.71223022,139,1350,71737,4905799,26.57668562,83717,11725,
pymdragon#5685104,18,34,0.253731343,3,2,2,0,135,22,8,5.5,4,16,1430,6075,157.0636364,1565,134,
CrimsonNight#7218001,171,3086,0.990690209,14,43,10,26,12790,374,400,2.561643836,146,862,57243,588219,253.3925134,70033,3115,
XRufyX,108,3219,1.054718218,15,32,24,3,12156,233,589,2.137614679,109,447,46449,357180,277.2128755,58605,3052,
yn_Lawson#5548183,131,3045,0.903829029,13,37,8,110,9307,290,519,2.612612613,111,483,32201,462590,229.98,41508,3369,
AlexC1838#6065295,464,11355,0.966876703,13,157,7,111,26867,1266,1472,5.754545455,220,2329,141132,3083283,92.63649289,167999,11744,
FurryCoder87771#8437293,50,989,0.638476436,7,23,5,110,3323,149,163,3.465116279,43,240,18701,202417,192.4751678,22024,1549,
U_DRx_#5403725,0,113,0.465020576,0,12,0,111,0,92,24,92,0,75,0,74830,0,0,243,
CoziestDiamond2#7583218,59,731,0.483465608,7,18,6,6,2914,124,174,2.431372549,51,182,17967,137726,324.033871,20881,1512,
Reflex#8673705,679,25258,1.163212674,18,180,13,111,76251,1510,2984,2.389240506,632,5295,252838,4070000,222.435894,329089,21714,
lvelez1#9961141,439,8597,0.830146775,15,160,9,111,25913,1880,1370,6.32996633,297,1745,133079,3199428,82.36404255,158992,10356,
날동이#4775901,43,826,0.924972004,8,18,4,13,3629,68,156,2.72,25,217,17355,127925,281.1264706,20984,893,
PakistanFlow#6848963,2,5,0.454545455,0,1,0,0,0,6,0,6,0,0,0,3475,0,0,11,
mariete12#4213519,2,14,0.318181818,4,1,1,0,38,3,4,3,1,4,277,2680,340.6,315,44,
coluna ferreira#7686336,1,19,0.358490566,0,6,0,110,0,23,0,23,0,9,78,22550,7.069565217,78,53,
Anivia#7393555,4,150,0.520833333,4,7,10,0,719,17,23,1.307692308,13,54,3767,30890,308.0823529,4486,288,
阿杰哥哥#4397620,3,34,0.576271186,5,2,3,0,134,11,6,1.833333333,6,7,779,5281,328.8545455,913,59,
Kennys#2612737,0,0,0,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,
GuillermoPlay64#8482042,0,47,0.546511628,0,7,0,110,0,27,8,27,0,23,0,29241,0,0,86,
RicoP33#8756696,575,10451,0.648848327,9,249,13,111,7433,4356,1607,35.41463415,123,1453,42802,7030030,14.00137741,50235,16107,
没钱玩呢吗哔#5971909,11,183,0.843317972,10,7,3,5,775,31,15,3.444444444,9,53,4958,30745,171.3096774,5733,217,
Holydiver#3952175,0,277,1.090551181,7,28,2,110,57,116,47,58,2,29,652,285729,6.677586207,709,254,
Jaumzera#9982519,461,25764,1.387847447,22,174,17,100,40673,996,3226,2.663101604,374,2401,237087,3776421,214.4198795,277760,18564,
HtL ST33ZY#6775411,64,1813,0.857615894,9,26,8,9,6282,160,292,1.70212766,94,400,24226,250710,331.55625,30508,2114,
kartracer021,26,378,0.802547771,8,10,4,0,1180,47,98,2.764705882,17,129,7379,52815,262.4680851,8559,471,
jubilo_locativo#3882078,0,49,0.505154639,0,6,0,110,0,51,9,51,0,15,0,25750,0,0,97,
Hopper#9252246,108,820,0.949074074,9,31,2,21,1165,157,131,15.7,10,72,4833,334231,29.16305732,5998,864,
RICKYBUTTER2207#4646823,5,21,0.259259259,4,2,1,0,87,7,0,3.5,2,6,721,5060,307.0285714,808,81,
xxxLqBOoss#7519765,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
eric8a3815#8363902,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
EpicE#7325960,18,183,0.39524838,6,8,12,0,845,46,54,1.84,25,65,4469,38110,249.2086957,5314,463,
SuPeRzZ HD#1812640,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,
KSiS7#8799671,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Pistenpiranha#4434201,21,200,1.041666667,5,8,3,0,780,31,19,4.428571429,7,31,2750,40795,129.1354839,3530,192,
Golden Freddy#7659026,231,5539,1.074282389,15,50,9,10,18549,461,907,2.237864078,206,822,74042,792117,226.6516269,92591,5156,
JugoFN#1106955,2,251,1.314136126,12,12,3,0,365,42,59,10.5,4,32,1229,70514,42.41428571,1594,191,
mariano2626#1433651,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
ProjectMaccin110#3465666,231,3586,0.866811699,12,111,4,111,2752,940,730,33.57142857,28,497,19420,1736539,18.19723404,22172,4137,
Barthmel#2064600,0,7,0.583333333,0,2,0,110,0,4,0,4,0,6,0,5950,0,0,12,
XxLukitroNxX#7557129,42,63,0.724137931,0,8,0,12,0,43,11,43,0,0,0,41775,0,0,87,
vbenzinger#8317094,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
sirjuan,601,11738,0.861820852,36,160,53,70,46056,2039,2157,2.128392484,958,4154,177040,3199486,186.9278077,223096,13620,
lucas0511#3715220,0,1,0.142857143,0,1,0,110,0,3,0,3,0,2,0,700,0,0,7,
Xtaka99,0,0,0,0,1,0,110,0,1,0,1,0,0,0,500,0,0,2,
Sovr#5859784,28,406,1.166666667,12,13,4,0,1496,49,85,2.882352941,17,64,7859,75779,219.0612245,9355,348,
slipperyglock#2897856,0,5,0.135135135,0,3,0,0,0,18,1,18,0,0,0,9225,0,0,37,
The Toad#1813352,4,225,0.903614458,5,11,4,5,419,30,50,5,6,33,1554,58460,85.4,1973,249,
FaZe_Wuason#1587454,52,1245,1.011372868,11,33,6,110,3515,179,183,6.392857143,28,296,14042,367795,93.08715084,17557,1231,
Phillip#9315911,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
KingBosss21#8522313,447,4248,0.950760967,11,114,11,110,8812,1022,716,6.636363636,154,626,39459,1786015,57.81369863,48271,4468,
B_Smis#3028067,108,2348,0.860703812,10,33,11,17,9261,231,315,2.2,105,446,37203,369395,304.6805195,46464,2728,
Skilled_Chaos#4692025,425,14449,1.022431361,26,137,22,110,32122,981,2438,2.541450777,386,1880,97969,2337864,241.8593272,130091,14132,
똥묻은똥구멍#9590512,1,27,0.964285714,5,2,2,0,119,3,5,1.5,2,12,730,4375,161,849,28,
AceofSpades#2630802,33,698,0.847087379,9,16,7,3,2863,81,106,2.454545455,33,124,10629,107581,278.6,13492,824,
Im_Mentah#7022765,0,600,1.01010101,0,37,1,113,0,239,136,239,0,133,0,464732,0,0,594,
DuKeEe55_#9631070,7,35,0.853658537,4,4,2,0,71,9,3,4.5,2,4,298,13530,66.66666667,369,41,
caw_da_amblance#1210165,138,410,0.520965693,10,20,3,10,1508,191,90,31.83333333,6,96,7682,153355,38.19267016,9190,787,
Vallkill#4912827,40,139,0.400576369,6,8,4,2,423,72,15,5.538461538,13,34,3930,41539,141.7,4353,347,
Exotic Booty#4314593,304,5488,0.552001609,9,53,8,13,15569,616,893,2.464,250,842,84398,897130,276.7665584,99967,9942,
spm_abomb,54,1442,0.93697206,10,25,7,6,5354,131,368,2.471698113,53,276,19726,223725,225.0961832,25080,1539,
anon69500511#1453074,17,148,0.517482517,4,8,9,0,418,30,31,2.5,12,43,953,39249,225.94,1371,286,
Skiets_AHX#8633504,3,73,0.506944444,5,8,1,0,56,63,12,31.5,2,5,299,40105,19.67619048,355,144,
doglos#8794757,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Its MattMan69#1359113,91,2209,0.930497051,11,32,6,12,10508,209,260,2.64556962,79,593,46483,341668,245.8679426,56991,2374,
ZappiestPluto51#4729761,460,20211,1.22676783,24,147,11,1,59436,1037,3565,1.916820702,541,3749,195422,2651990,250.065188,254858,16475,
Exotic_iz_daddy#1174348,544,9013,0.956590957,13,83,10,111,14425,1098,1561,3.024793388,363,627,79771,1278942,209.2420765,94196,9422,
BO8OM8,15,306,0.794805195,6,8,5,1,1538,37,57,1.761904762,21,71,5544,39715,305.1891892,7082,385,
PureTrigg#3987919,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
orelperets660#8567546,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,
UK For Life35#5305721,13,16,0.290909091,1,3,0,0,5,14,6,14,0,1,46,7940,23.1,51,55,
husing#2130979,107,989,0.732592593,7,29,5,10,2471,144,247,3.891891892,37,209,17066,294480,104.9958333,19537,1350,
Kimbley#9545763,0,35,0.555555556,0,5,0,0,0,23,5,23,0,0,0,20218,0,0,63,
K-B-52#9545142,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,
Nawsen#5869218,2,23,0.58974359,3,1,0,0,77,2,6,2,0,4,519,3130,296.4,596,39,
G3NeRiiC#6149085,110,2334,0.985641892,13,33,7,10,8460,238,407,2.356435644,101,514,31863,363660,259.4596639,40323,2368,
DennisNr47#4478803,0,18,0.529411765,0,5,0,0,0,15,6,15,0,0,0,17675,0,0,34,
RandyMarsh#1826066,759,27120,0.95064498,18,204,13,111,63612,1783,3424,2.618208517,681,7393,289343,5094955,237.0215367,352955,28528,
FlyingCactus85#7687173,0,56,0.949152542,0,8,0,111,0,29,12,29,0,29,0,39675,0,0,59,
broncofan1058#4886179,5,2,0.125,0,1,0,0,0,11,0,11,0,0,0,2350,0,0,16,
poxamteus#1254265,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
5WHYYY,3,81,0.786407767,0,14,1,23,0,51,17,51,0,0,0,92225,0,0,103,
hamis254-yt#2657177,0,12,0.6,0,2,0,2,0,5,5,5,0,0,0,6801,0,0,20,
Superzits,662,22085,1.047228413,19,201,13,111,56603,1685,3723,3.695175439,456,3987,229829,4946488,163.3620178,286432,21089,
abovereal#9308272,1,1,0.5,0,1,0,0,0,1,0,1,0,0,0,525,0,0,2,
KnaidelFrog8647#2971755,45,1169,0.859558824,10,23,5,110,4193,93,214,2.735294118,34,279,20788,199490,235.4322581,24981,1360,
Skelevra#2429467,826,25187,1.158342531,19,349,11,111,69641,2912,4127,5.578544061,522,4338,323167,11311835,93.65027473,392808,21744,
mito2019jos#3787468,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
皇爷#6872041,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
BILLZBUBS#1889472,10,7,0.368421053,0,2,0,0,0,10,1,10,0,0,0,4725,0,0,19,
DarkSoul#4443404,0,0,0,0,1,0,0,0,10,0,10,0,0,73,1675,10.62,73,21,
JessXpress#4530800,95,1624,0.779644743,8,24,7,10,6997,217,228,2.237113402,97,364,34536,220970,248.5354839,41533,2083,
ob-LIV-iouzZ#1836526,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Xean_Vayns,15,222,1.093596059,7,12,4,110,661,45,37,9,5,37,2914,70660,59.94666667,3575,203,
MDUBES123#9117916,0,19,0.301587302,0,4,0,110,0,33,1,33,0,12,0,14685,0,0,63,
Juulian Edelman#1223821,364,11331,0.966808874,15,112,19,111,45398,810,1438,2.045454545,396,2615,191186,1755950,269.3377778,236584,11720,
Adalwolf#5150248,118,311,1.182509506,4,25,3,77,176,121,49,40.33333333,3,19,665,236687,6.624793388,841,263,
r_bamf_t,12,264,0.814814815,10,7,3,0,1002,27,36,2.076923077,13,42,3751,33190,284.0222222,4753,324,
PlungerFace7987#6850818,7,126,0.370588235,4,6,6,0,337,29,13,1.8125,16,36,2162,22840,253.5103448,2499,340,
AdaoBMF,257,1832,0.724110672,8,41,5,33,5380,314,255,6.038461538,52,329,33591,551874,108.0382166,38971,2530,
stickos#1415761,199,6721,0.977457824,22,104,9,111,22073,721,1155,4.774834437,151,1815,101906,1595695,113.4499307,123979,6876,
megarock#6193226,20,168,0.823529412,2,15,1,8,24,59,50,59,1,0,226,97818,7.159322034,250,204,
H20keven#4917798,189,3402,0.972,13,36,10,15,11133,488,814,1.807407407,270,640,54253,439377,143.1319672,65386,3500,
Ninjadamorte#5255369,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
soyanede#8135289,0,64,0.310679612,0,12,0,3,0,93,17,93,0,0,0,74190,0,0,206,
Kon-Jack13#7310706,0,11,0.282051282,0,3,0,110,0,19,1,19,0,16,0,8500,0,0,39,
Sanaxz,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Zer0Her0#6945836,571,27520,0.983665154,27,201,12,111,98933,1548,4668,1.966963151,787,7256,399097,4941412,303.7647287,498030,27977,
Balu1331#3753963,0,300,0.842696629,0,25,2,111,0,163,74,163,0,179,0,231690,0,0,356,
ANMacNK8872#8823422,0,291,0.740458015,0,25,1,110,0,111,63,111,0,116,0,228816,0,0,393,
QtDxsn#5676261,0,41,0.854166667,0,9,0,111,0,24,8,24,0,1,0,46075,0,0,48,
AlienTiddyMalk#4329082,1128,20576,0.947853326,20,172,31,111,72637,2907,3541,3.540803898,821,3938,319234,3702755,158.349226,391871,21708,
nico03_sk#4040854,3,688,1.019259259,3,33,1,110,82,267,154,133.5,2,90,405,378005,3.386516854,487,675,
migue_mak#9785803,197,4655,0.938318887,6,141,3,111,774,1048,1267,80.61538462,13,298,5383,2464441,5.616412214,6157,4961,
Tony Montana#2778821,0,37,0.649122807,0,5,0,2,0,27,11,27,0,0,0,20985,0,0,57,
thukiddo#3056630,307,5458,0.897549745,11,47,8,44,16127,585,595,2.34,250,766,83680,706524,284.4,99807,6081,
Vader_fan2#3665167,185,3868,0.834160017,10,48,6,110,11454,343,663,2.788617886,123,1450,93154,739102,280.8314869,104608,4637,
Czarsky#1002222,560,18400,1.355932203,30,213,10,111,27697,1881,2700,5.483965015,343,2476,154566,5453501,108.9151515,182263,13570,
Soyuzzz#2655213,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
egwarsk24#4486045,34,294,0.493288591,11,10,3,0,1302,45,51,4.090909091,11,58,8655,52905,276.2666667,9957,596,
Groovytony9#6563440,0,73,0.811111111,0,9,0,4,0,27,16,27,0,1,0,45803,0,0,90,
Karl LaFlame#4446419,3,1,0.047619048,0,2,0,0,0,12,1,12,0,0,0,5616,0,0,21,
Roop#2734764,1899,17342,0.6543904,12,264,39,111,39770,3899,2148,4.011316872,972,3052,289101,7634027,149.8544242,328871,26501,
Booty_patrol12,108,4795,0.966733871,15,45,9,110,11082,276,800,1.852348993,149,750,61601,653880,208.7173913,72683,4960,
halcomb#2868353,220,4530,0.87401119,13,42,9,52,9266,439,663,2.298429319,191,609,47031,582795,279.3157175,56297,5183,
fartbox#3535145,0,3,1.5,0,1,0,0,0,1,0,1,0,0,0,1475,0,0,2,
Delicious#8777454,155,3992,1.047494096,15,42,22,110,14523,396,848,1.922330097,206,772,57613,585505,267.4318182,72136,3811,
WhiteNeko#3899778,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
MALAGITA99A#6166325,0,0,0,0,1,0,110,0,6,0,6,0,2,0,2450,0,0,16,
TinRyley#5192431,3,3,0.375,0,2,1,0,0,4,0,4,1,0,0,4446,0,0,8,
rossee-prefixal#3061906,0,36,0.404494382,0,6,0,110,0,19,15,19,0,21,0,24616,0,0,89,
ZonatePrince903#1147039,10,144,0.64573991,7,5,4,0,544,19,16,3.166666667,6,38,5949,18900,278.6526316,6493,223,
DDayNW,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Brough#4874228,298,5746,1.04586822,17,76,13,111,20177,877,838,3.669456067,239,1292,62254,1196631,121.6385405,82431,5494,
PPlayer#5584433,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,
Garkaa009#3787325,0,1,0.083333333,0,1,0,0,0,4,0,4,0,0,0,1125,0,0,12,
女乔#6324320,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
XXL CMac#6754078,486,7953,0.970706701,15,222,14,111,15948,2121,1306,10.39705882,204,1080,63388,5845490,56.83055163,79336,8193,
Thek1224#7042438,0,0,0,0,1,0,0,0,1,0,1,0,0,0,500,0,0,1,
BobbyLightKiller#4483605,1223,26900,1.0827564,24,200,40,111,65458,3034,4186,2.668425682,1137,4392,242053,4907814,221.8330916,307511,24844,
mod-ray0#7982777,6,382,0.802521008,6,24,2,36,502,133,70,44.33333333,3,16,2604,213964,25.33984962,3106,476,
Coby#5244803,627,10542,0.763304612,30,120,18,111,34920,1418,1827,3.03640257,467,2487,143159,1929356,208.3942172,178079,13811,
